party,party_slug,city,city_slug,bolge,rank,name,seats
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,8,Berkay Emin Güven,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,9,Ramazan Eren,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,10,Kazım Burçak,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,11,Dilek Sezen,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,12,Sedat Özdemir,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,13,Leyla Epözdemir,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,14,Bayram Eren,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,15,İzzet Bucak,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,16,Mehmet Hanifi Döner,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,17,Muhammet Yıldız,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,18,Murat İlhan,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,19,Adem Yaşar,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,20,Hayrullah Kahraman,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,21,Esem Eren,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,22,Kasım Kahriman,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,23,Makbule Arslan,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,24,Gülsün Karakaş,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,25,Eşref Eren,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,26,Ali Arslan,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,27,Şiyar Eren,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,28,Zana Rubar Eren,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,29,Sedat Demirel,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,30,Sündüz Bayram,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,31,Celal Demirel,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,32,Nuriye Gündüz,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,33,Mamed Demirkol,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,34,Senem Mengi,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,35,Rıdvan Çiftçi,36
HAK-PAR,hakpar,İstanbul,istanbul,İstanbul 3. Bölge,36,Aziz Şidim,36
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,1,Nurullah Efe,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,2,Mehmet Gürdal Çıngı,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,3,Safiye Arslan,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,4,Deniz Bin,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,5,Hakan Arslan,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,6,Semra Akan,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,7,Özgür Gülsoy,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,8,Selma Salman,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,9,Emrah Kalkan,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,10,Umut Devrim Güldemir,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,11,Emine Şahbaz,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,12,Zekeriya Erten,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,13,Furkan Gündoğdu,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,14,Filiz Karaca,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,15,Özcan Bozkuş,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,16,Sultan Caner,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,17,İskender Şişman,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,18,Necati Kalender,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,19,Hamdi Emre Olkun,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,20,Dursuniye Elik,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,21,Sami Demir,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,22,Gürsel Gerin,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,23,Dursun Alan,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,24,Ali Yıldırım,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,25,Fuat Ar,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,26,İsmail Özdemir,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,27,Ali Yılmaz,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,28,Sadık Adeka,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,29,Halil Yılmaz,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,30,Ali Erdoğdu,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,31,Ulaş Odabaş,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,32,Gülşah Tunç,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,33,Nurullah Özçelik,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,34,İsmet Ağbaba,35
HKP,hkp,İstanbul,istanbul,İstanbul 1. Bölge,35,Ferit Başer,35
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,1,Pınar Akbina Karaman,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,2,Fettah Ayhan Erkan,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,3,Gülay Akyürek,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,4,Türkan Kap,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,5,Mehrali Yücedağ,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,6,Kerim Bütün,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,7,Özgüneri Şenyurt,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,8,Durmuş Kaygusuz,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,9,Musa Arslan,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,10,Sema Yetgin,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,11,Mesut Çevik,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,12,Yunus Emre Kap,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,13,Fatma Berfin Arabulan,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,14,Şerife Bin,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,15,Çağatay Döldöş,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,16,Şahin Aslan,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,17,Rıza Yıldırım,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,18,Besime Tava,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,19,Altın Tali,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,20,Abdullah Koçbaş,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,21,Döndü Kaygusuz,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,22,Özlem Tava,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,23,Zerif Özdağ,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,24,Halil İbrahim Sarı,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,25,Ali Kutlu Suytar,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,26,Dilara Ayas,27
HKP,hkp,İstanbul,istanbul,İstanbul 2. Bölge,27,Dursun Ali Dağ,27
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,1,Mustafa Şahbaz,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,2,Ali Serdar Çıngı,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,3,Gülten Arabulan,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,4,Utku Buksur,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,5,Ayla Şahbaz,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,6,Sayim Uzun,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,7,Aybars Yalçınkaya,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,8,Yılmaz Balkese,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,9,Gökan Özdemir,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,10,Yüksel Bedir,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,11,Deniz Sarıkaya,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,12,Orhan Barto,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,13,Cuma Yıldız,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,14,Naile Koç Efe,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,15,Devrim Deren Arslan,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,16,Çiğdem Keleş,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,17,Zeynep Kıvılcım Aslan,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,18,Hatice Yıldız,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,19,Ulaş Özçelik,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,20,Önder Kara,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,21,Nejla Sağır,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,22,Zafer Dağgökdeniz,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,23,Neriman Yıldırım,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,24,Yasin Akbulut,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,25,Fermani Serçeşme,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,26,Hilmi Karaman,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,27,Bircan Küskü,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,28,Ertuğrul Yavuz,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,29,Erol Şahin Kaygusuz,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,30,Ayten Özay,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,31,Leyla Adeka,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,32,Nursel Gültepe,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,33,Güven Kalkan,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,34,Aylin Bağdat,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,35,Güney Pala,36
HKP,hkp,İstanbul,istanbul,İstanbul 3. Bölge,36,Havva Delek,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,1,Nimet Özdemir,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,2,Burak Akburak,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,3,Mustafa Cihan Paçacı,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,4,Baver Miroğlu,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,5,Dursun Çolak,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,6,Taha Orhun Ertürkmen,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,7,Ali Coşkun,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,8,Emine Küçükali,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,9,Raşit Emir Süer,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,10,Murat Karaman,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,11,Vedat Bayram,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,12,Yücel Coşkun,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,13,Oğuzhan Hasar,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,14,Hatice Dilrüba Oğulcuklu,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,15,Cevat Saraç,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,16,Emre Zengin,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,17,Meral Alemdar,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,18,Ahmet Çelebi,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,19,Ahmet Selçuk Can,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,20,İhsan Önder Albayrak,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,21,Aysel Kırali,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,22,Hülya Arıcı,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,23,Uğur Hüseyin Hasançebi,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,24,Barış Tavlaşoğlu,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,25,Kadir Kürşat Arslan,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,26,Bülent Aslan,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,27,Ramazan Uğural,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,28,Mehmet Erişen,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,29,Arif Tevetoğlu,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,30,Ayşe Kıraç,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,31,Erdal Demir,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,32,Sedat Gürkan,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,33,Sevim Demir,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,34,Celal Mahmut Solak,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 1. Bölge,35,Nazlı Yurduseven,35
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,1,Mehmet Satuk Buğra Kavuncu,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,2,Mehmet Selim Ensarioğlu,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,3,Bahattin Bahadır Erdem,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,4,Ece Güner,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,5,Hatice Ceren Yılmaz,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,6,Hatice Kayalı,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,7,Müjdat Öztürk,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,8,Mustafa Yazıcı,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,9,Abdullah Şalcı,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,10,Ali Çelik,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,11,Fisun Mehlika Toca,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,12,Yıldıran Özel,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,13,Ali Akgün,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,14,Eriş Cesur,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,15,Barbaros Hayrettin Mahiroğulları,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,16,Erhan Özkan,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,17,Bilal Uzun,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,18,Gökhan Kargı,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,19,Hasan Hoşben,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,20,Raif Güler,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,21,Aslıhan Elibol,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,22,Yılmaz Dağdelen,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,23,Mustafa Alkan Küçükler,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,24,Nazlı Aspay Sener,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,25,Affan Mahmut Keçeci,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,26,Arzu Başkan,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 2. Bölge,27,Ömer Lütfi Özenç,27
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,1,Ersin Beyaz,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,2,Seyithan İzsiz,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,3,Ayşe Sibel Yanıkömeroğlu,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,4,Şükrü Kuleyin,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,5,Celal Karapınar,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,6,Hamza Yurtsever,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,7,Selçuk Kedi,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,8,Mehtap Nazan Göktaş,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,9,Metin Bozkurt,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,10,Fevzi Fatih Oğuz,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,11,Ethem Baykal,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,12,Ülkü Ayaydın,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,13,Doğan Avcı,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,14,Adnan Sinan Çakıroğlu,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,15,Ayhan Bölükbaşı,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,16,Mete Koca,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,17,Sururi Karabal,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,18,Nazmiye İzgin,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,19,Sevinç Gümüş,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,20,Mehmet Ali Uykur,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,21,Zeki Bulgan,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,22,Arzu Önşen,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,23,Şule Ağaçayak Ersoy,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,24,Hürana Güngör,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,25,Meliha Apaydın,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,26,Arzu Şimşek,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,27,Buse Albayrak,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,28,Meryem Tanrıverdi Göktaş,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,29,Atakan Özkan,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,30,Hasan Kaya,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,31,Şeref Tamtürk,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,32,Asiye Küçükyılmaz,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,33,Burak Ustalı,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,34,Kürşat Özer,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,35,Selma Sarıcaoğlu Çalışkan,36
İyi Parti,iyiparti,İstanbul,istanbul,İstanbul 3. Bölge,36,Filiz Çelik,36
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,1,Osman Serkan İleri,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,2,Muhammet Ali Acar,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,3,Atilla Aytaç,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,4,Mahmut Zeki Çakır,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,5,Semra Yıldız,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,6,Adem Genç,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,7,Nihat Yıldırım,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,8,Ömer Akalın,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,9,Aziz İpekçi,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,10,Sedef Adıgüzel,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,11,Hasan Tavusbay,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,12,Binali Karaman,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,13,Mine Dural,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,14,Murat Dal,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,15,Zuhal Güliskin,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,16,Enver Yavuz,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,17,Zeynel Bozkurt,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,18,Oktay Kuzuğ,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,19,Eyüp Kantar,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,20,Ahmet Duhan Akhanli,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,21,Egemen Doğukan Dursun,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,22,Özgür Arkun,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,23,Birgül Yıldırım,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,24,Mustafa Nizam Doğru,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,25,Ahmet Özbek,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,26,Kağan Tangör,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,27,Orhancan Subaşı,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,28,Selçuk Dede,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,29,Alpaslan Çabuk,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,30,Bekir Yıldırım,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,31,Zuhal Üçal,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,32,Lale Özel,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,33,Muhammet Ali Abay,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,34,Umut Nazlı,35
Memleket,memleket,İstanbul,istanbul,İstanbul 1. Bölge,35,Baran Çiftci,35
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,1,Nurdan Şahin Demirbağ,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,2,Mehmet Levent Kazancıoğlu,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,3,Emre Berk Hacıgüzeller,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,4,Aziz Aykut Demiray,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,5,Önder Sargın,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,6,Ufkun Doğan,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,7,Seda Baydere,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,8,Hülya Kobaneri,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,9,Cansın Mankırcı,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,10,Tülay Doğan,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,11,Yıldıray Genç,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,12,Mehmet Yaşar Yavuz Fırıldak,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,13,İsa Metin,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,14,Melis Aktaş,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,15,Şener Şeren,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,16,Ersin Koçhan,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,17,Musa Özdemir,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,18,Yusuf Karataş,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,19,Aydın Kara,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,20,Mesut Tandoğan,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,21,Uğur Çimen,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,22,Muhammed Ömer Pamuk,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,23,Burakcan Yılmaz,27
Memleket,memleket,İstanbul,istanbul,İstanbul 2. Bölge,24,Burkay Öncel,27
